mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_randomforestclassifier__n_estimators,param_randomforestclassifier__max_depth,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted
0.8014011383056641,0.01791707079023755,0.040599632263183597,0.001744133586487803,385,64,"{'randomforestclassifier__n_estimators': 385, 'randomforestclassifier__max_depth': 64}",0.5296474358974359,0.4552207130730051,0.46878673109572944,0.5442859112213951,0.5135787151916185,0.5023039012958368,0.03457602285322185,3,0.6820078520036433,0.5940166665186865,0.627225240128466,0.714031339031339,0.6628616481557658,0.6560285491675801,0.04185939142145395,1
0.49219980239868166,0.016191272444529718,0.026000118255615233,0.001095235357544049,239,,"{'randomforestclassifier__n_estimators': 239, 'randomforestclassifier__max_depth': None}",0.5357238247863247,0.43909168081494054,0.4929802794828262,0.5319478908188585,0.5120278467052661,0.5023543045216432,0.03513663203748555,2,0.6836021039246286,0.5670169985490567,0.6611658872528438,0.7064482445289474,0.6617649017649017,0.6559996272040756,0.04750746582824686,2
0.7621994972229004,0.010047429496053868,0.038000059127807614,0.0015497274794799855,374,256,"{'randomforestclassifier__n_estimators': 374, 'randomforestclassifier__max_depth': 256}",0.5513488247863247,0.4375408123285882,0.47175786861695185,0.5281568789633306,0.5120278467052661,0.5001664462800923,0.04067630839706799,4,0.7069033919666832,0.5685121634565907,0.6346035606905172,0.6886023159995762,0.6617649017649017,0.6520772667756537,0.04841960427973923,3
0.5966000556945801,0.012969521212327218,0.029400110244750977,0.0008004317702441238,286,,"{'randomforestclassifier__n_estimators': 286, 'randomforestclassifier__max_depth': None}",0.5453392094017094,0.44560532845762046,0.467235862609377,0.5303970223325062,0.4958988144472016,0.49689524744968294,0.037364459444651124,5,0.6979502078308828,0.5750584029820757,0.625340022296544,0.6996120712589303,0.6388205492683104,0.6473562507273486,0.04706372398596822,4
0.48799986839294435,0.036883859504993684,0.024599885940551756,0.0017436246865874076,225,256,"{'randomforestclassifier__n_estimators': 225, 'randomforestclassifier__max_depth': 256}",0.5296474358974359,0.44715619694397285,0.49807365809063603,0.5223325062034739,0.47394540942928043,0.4942310413129598,0.030614790122882363,10,0.6821823631950213,0.5796519258090209,0.6651416973174008,0.6892297892297893,0.6124978656193972,0.645740728234126,0.04258757214748022,5
0.7754001140594482,0.0596574654918036,0.03659987449645996,0.0018545687859060935,359,16,"{'randomforestclassifier__n_estimators': 359, 'randomforestclassifier__max_depth': 16}",0.5357238247863247,0.44715619694397285,0.4768512472247617,0.5142679900744417,0.5039633305762339,0.49559251792114695,0.030746310258244456,6,0.6829939460649422,0.5775140646976091,0.6388279393907397,0.6747860983155102,0.6506843074007254,0.6449612711739053,0.03729745631344297,6
0.9683997631072998,0.024880754544078898,0.047600746154785156,0.0045869195044003636,439,256,"{'randomforestclassifier__n_estimators': 439, 'randomforestclassifier__max_depth': 256}",0.5513488247863247,0.4375408123285882,0.46878673109572944,0.5362213950923629,0.4804590570719603,0.4948713640749931,0.042601510461243546,7,0.7069033919666832,0.5627256007002843,0.627225240128466,0.7032158032158032,0.623090243090243,0.6446320558202959,0.054379203898015,7
0.8079989910125732,0.025526312241227922,0.03899989128112793,0.0016735407668084694,380,256,"{'randomforestclassifier__n_estimators': 380, 'randomforestclassifier__max_depth': 256}",0.5374599358974359,0.4310271646859083,0.47530037873840925,0.5223325062034739,0.4996898263027295,0.4931619623655913,0.0375116337867963,12,0.6931300197122982,0.5543255497025448,0.636350123306645,0.6891532318527225,0.6486470518728583,0.6443211952894138,0.05014714367197826,8
0.7775999546051026,0.03161406014731335,0.03819937705993652,0.003187798086054848,357,,"{'randomforestclassifier__n_estimators': 357, 'randomforestclassifier__max_depth': None}",0.5261084401709402,0.42947629619955596,0.4768512472247617,0.5539012958367797,0.4878342983181693,0.49483431555004137,0.04268732999861681,8,0.6686889421066636,0.5546133806418617,0.6388279393907397,0.7273456566934828,0.6266625531331413,0.6432276943931778,0.056338912072112564,9
0.3427989959716797,0.007573196622847309,0.019400310516357423,0.0004891425551205273,167,16,"{'randomforestclassifier__n_estimators': 167, 'randomforestclassifier__max_depth': 16}",0.5218349358974359,0.44715619694397285,0.48703800444038137,0.5377722635787152,0.4797697821891371,0.49471423660992847,0.03204232953894796,9,0.670335718216841,0.5776853245207675,0.6453947415007897,0.705732980669042,0.6159260221760221,0.6430149574166923,0.044016835711935653,10
0.8981996059417725,0.015380361530973783,0.04620003700256348,0.0022270043537284475,442,256,"{'randomforestclassifier__n_estimators': 442, 'randomforestclassifier__max_depth': 256}",0.5417334401709402,0.4214117800705237,0.4768512472247617,0.6233457402812241,0.47239454094292804,0.5071473497380756,0.0695333920776447,1,0.6918982568084717,0.5396982641891833,0.6388279393907397,0.732664437012263,0.6118652589240824,0.6429908312649479,0.06646619768938848,11
0.8713995456695557,0.018116784560993405,0.04459991455078125,0.0024980739562675412,427,64,"{'randomforestclassifier__n_estimators': 427, 'randomforestclassifier__max_depth': 64}",0.5417334401709402,0.44715619694397285,0.45562883635888735,0.5362213950923629,0.4820099255583127,0.4925499588248952,0.0396511396711185,14,0.6921126484152684,0.5776853245207675,0.6140101263470829,0.6978944049329083,0.6248508588280318,0.6413106726088118,0.046576796207503095,12
0.6570010662078858,0.03997487057914019,0.03439946174621582,0.002331672491155552,307,64,"{'randomforestclassifier__n_estimators': 307, 'randomforestclassifier__max_depth': 64}",0.5374599358974359,0.44715619694397285,0.45562883635888735,0.5362213950923629,0.48628342983181694,0.4925499588248952,0.03843730654921737,14,0.6931300197122982,0.5760359190738937,0.6125141814640784,0.6977407629581542,0.6260323527404272,0.6410906471897704,0.04731345724936006,13
0.8462002277374268,0.07888597946924551,0.041399812698364256,0.004316236788485467,390,64,"{'randomforestclassifier__n_estimators': 390, 'randomforestclassifier__max_depth': 64}",0.5296474358974359,0.4310271646859083,0.48491576335379394,0.5223325062034739,0.4878342983181693,0.4911514336917563,0.03498289914783708,18,0.6828289739682145,0.5558966992847952,0.6497123878982781,0.6890099715099715,0.6265617613291011,0.6408019587980721,0.048127673032183904,14
0.3243996620178223,0.008639163762638083,0.018999862670898437,0.0014143808267893393,154,16,"{'randomforestclassifier__n_estimators': 154, 'randomforestclassifier__max_depth': 16}",0.5218349358974359,0.4310271646859083,0.4854871359540289,0.5281568789633306,0.4958988144472016,0.492480985989581,0.03455891015983155,16,0.6705425305127161,0.5558966992847952,0.6437844116434314,0.6911192837339353,0.6383518442341971,0.639938953881815,0.04612247193409195,15
0.9337992191314697,0.009041793227959985,0.045600366592407224,0.0021541048054033304,458,16,"{'randomforestclassifier__n_estimators': 458, 'randomforestclassifier__max_depth': 16}",0.5374599358974359,0.4310271646859083,0.4768512472247617,0.5223325062034739,0.4820099255583127,0.4899361559139785,0.037449545755752045,22,0.693883500465779,0.5527478575359699,0.6388279393907397,0.6890099715099715,0.624187156720453,0.6397312851245827,0.05132134837404637,16
0.6489997863769531,0.0963763860352283,0.03259997367858887,0.0021543215489677405,280,64,"{'randomforestclassifier__n_estimators': 280, 'randomforestclassifier__max_depth': 64}",0.5513488247863247,0.4310271646859083,0.4929802794828262,0.5223325062034739,0.45781637717121587,0.4911010304659498,0.043186736085956474,19,0.7064348583335924,0.556199912246236,0.6611658872528438,0.685076405076405,0.5887820512820513,0.6395318228382256,0.05751191964933126,17
0.44119930267333984,0.06377857683082541,0.023400402069091795,0.004079439039985298,184,16,"{'randomforestclassifier__n_estimators': 184, 'randomforestclassifier__max_depth': 16}",0.5278445512820512,0.44064254930129293,0.46214248400156716,0.5473876481940998,0.4797697821891371,0.49155740299362966,0.040075631498711725,17,0.6788169066650079,0.5668132986204626,0.621274782565105,0.7148422449591164,0.6147741147741147,0.6393042695167613,0.051863216215859584,18
0.8634003639221192,0.0414755222573034,0.04180026054382324,0.0034876568635734467,397,,"{'randomforestclassifier__n_estimators': 397, 'randomforestclassifier__max_depth': None}",0.5061431623931624,0.4375408123285882,0.4768512472247617,0.5362213950923629,0.4958988144472016,0.4905310862972153,0.032726933481865124,20,0.6545351861807558,0.5643443014345729,0.6388279393907397,0.699102269690505,0.6385595081247255,0.6390738409642598,0.04342187129873212,19
0.3402000904083252,0.0031241970203789225,0.01920003890991211,0.0007484047136643831,166,256,"{'randomforestclassifier__n_estimators': 166, 'randomforestclassifier__max_depth': 256}",0.5278445512820512,0.44715619694397285,0.467235862609377,0.5362213950923629,0.47394540942928043,0.4904806830714089,0.035154002431543,21,0.6785027341989367,0.5796519258090209,0.625340022296544,0.6977407629581542,0.6125770409070888,0.6387624972339488,0.04339959187029535,20
1.0023993492126464,0.024670328552257797,0.05280117988586426,0.002992663356705782,464,,"{'randomforestclassifier__n_estimators': 464, 'randomforestclassifier__max_depth': None}",0.5296474358974359,0.4567715815593575,0.47175786861695185,0.5223325062034739,0.4643300248138958,0.488967883418223,0.030684962385393606,25,0.6816116973097093,0.5926450483412509,0.6335896922837495,0.685076405076405,0.5999817176287764,0.6385809121279782,0.03908552932026607,21
0.24739933013916016,0.005886058054459211,0.014000654220581055,0.0006323347425356026,118,16,"{'randomforestclassifier__n_estimators': 118, 'randomforestclassifier__max_depth': 16}",0.5296474358974359,0.4194201384354186,0.47175786861695185,0.5303970223325062,0.49007444168734493,0.4882593813939315,0.041238301561417424,27,0.6821823631950213,0.5434659005895203,0.63608959737992,0.6944962597136511,0.6364235764235764,0.6385315394603378,0.053076033402946,22
0.754799747467041,0.03399645588131662,0.03619999885559082,0.0011659832215691391,359,64,"{'randomforestclassifier__n_estimators': 359, 'randomforestclassifier__max_depth': 64}",0.5061431623931624,0.4310271646859083,0.47175786861695185,0.5442859112213951,0.4958988144472016,0.48982258427292386,0.03755734586402512,23,0.6542957214717388,0.554210236653825,0.6346035606905172,0.7096607096607096,0.6385118149824032,0.6382564086918388,0.04986582259712956,23
0.31479973793029786,0.0068520006347370845,0.017799997329711915,0.0011662858822362701,152,16,"{'randomforestclassifier__n_estimators': 152, 'randomforestclassifier__max_depth': 16}",0.5235710470085471,0.4163184014627138,0.4803937573462191,0.5319478908188585,0.4878342983181693,0.4880130789909015,0.04097035413717286,29,0.6814072003945422,0.5399624285700234,0.640564381270903,0.7021810690288951,0.6265617613291011,0.638135368118693,0.05612856280402823,24
0.6531990528106689,0.028888061971468718,0.03399972915649414,0.003097946691968183,305,256,"{'randomforestclassifier__n_estimators': 305, 'randomforestclassifier__max_depth': 256}",0.5278445512820512,0.41786926994906615,0.4636933524879196,0.5442859112213951,0.49007444168734493,0.48875350532555545,0.045312887651484446,26,0.6789237766452957,0.5422995780590718,0.6230142322527542,0.7096607096607096,0.6360551213492389,0.637990683593414,0.05691561985540644,25
0.45279979705810547,0.008109435347402556,0.02480030059814453,0.002135323444741107,219,64,"{'randomforestclassifier__n_estimators': 219, 'randomforestclassifier__max_depth': 64}",0.5139556623931624,0.42296264855687604,0.48845827347525134,0.5223325062034739,0.49007444168734493,0.4875567064632217,0.03488783527910376,31,0.6659945063362394,0.5415520088057237,0.6516780136769802,0.6931633556633557,0.636835639495486,0.637844704795557,0.05160857759906261,26
0.8527997970581055,0.03982529221328012,0.046799755096435545,0.004833432440792208,404,,"{'randomforestclassifier__n_estimators': 404, 'randomforestclassifier__max_depth': None}",0.5079460470085471,0.42947629619955596,0.48491576335379394,0.5362213950923629,0.4820099255583127,0.4881138854425145,0.03519517097693861,28,0.6571397010264912,0.5520572747285736,0.6504552999717981,0.7032158032158032,0.6245734941387115,0.6374883146162755,0.04967832046057278,27
0.6501998901367188,0.01967122526747775,0.024999332427978516,1.1815559094776028e-06,374,16,"{'randomforestclassifier__n_estimators': 374, 'randomforestclassifier__max_depth': 16}",0.5157585470085471,0.4375408123285882,0.4833648948674415,0.5223325062034739,0.4797697821891371,0.48775330851943755,0.03027970916659291,30,0.6697757050854986,0.5660474041551057,0.6476660092044708,0.685076405076405,0.6149732620320856,0.6367077571107131,0.042469688801253055,28
0.9289984226226806,0.02178847985522648,0.04200024604797363,0.002366945501291072,437,64,"{'randomforestclassifier__n_estimators': 437, 'randomforestclassifier__max_depth': 64}",0.5339209401709402,0.42947629619955596,0.45562883635888735,0.5319478908188585,0.4943479459608492,0.4890643819018182,0.04134657874448247,24,0.6809362941430784,0.5536974920222968,0.6125141814640784,0.6982475025953286,0.6373164650475573,0.636542387054468,0.05141900575473629,29
0.3674005508422852,0.009930442429288727,0.020799541473388673,0.0018333243705105694,175,16,"{'randomforestclassifier__n_estimators': 175, 'randomforestclassifier__max_depth': 16}",0.5157585470085471,0.4310271646859083,0.4636933524879196,0.5223325062034739,0.4958988144472016,0.4857420769666101,0.034125870476189146,37,0.6686050225174185,0.5558966992847952,0.6242809932372196,0.6892297892297893,0.6388904190438718,0.6353805846626189,0.04573140716232999,30
0.49359889030456544,0.03970609095413764,0.026799821853637697,0.001166163209876927,224,,"{'randomforestclassifier__n_estimators': 224, 'randomforestclassifier__max_depth': None}",0.5392628205128205,0.40825388533368157,0.45917134648034474,0.5303970223325062,0.4958988144472016,0.48659677782131094,0.048308310765291955,33,0.6959209983553889,0.5265253046023313,0.6147417316982534,0.6983205667637645,0.6388205492683104,0.6348658301376097,0.06310709275676696,31
0.6046003341674805,0.059190052649234604,0.03099970817565918,0.0022798302490938966,269,16,"{'randomforestclassifier__n_estimators': 269, 'randomforestclassifier__max_depth': 16}",0.5513488247863247,0.44361368682251534,0.4409200731356928,0.5223325062034739,0.4658808933002482,0.484819196849651,0.04431055457302913,45,0.7064348583335924,0.5764604135545246,0.5933349893100788,0.6934969647298416,0.6007132827746738,0.6340881017405422,0.05451442258825595,32
0.8553991317749023,0.10943272414772048,0.04080009460449219,0.002713065810140876,388,64,"{'randomforestclassifier__n_estimators': 388, 'randomforestclassifier__max_depth': 64}",0.5157585470085471,0.4375408123285882,0.45562883635888735,0.5400124069478909,0.47239454094292804,0.4842670287173683,0.038062328472846636,46,0.6689855072463768,0.5643443014345729,0.6125141814640784,0.7128133203869529,0.6115453174276703,0.6340405255919302,0.05148453454447276,33
0.6925990104675293,0.01431935826995566,0.0332000732421875,0.0007482518506778558,318,,"{'randomforestclassifier__n_estimators': 318, 'randomforestclassifier__max_depth': None}",0.5374599358974359,0.4214117800705237,0.47175786861695185,0.5223325062034739,0.47394540942928043,0.4853815000435332,0.04119721571279064,39,0.6943570596429475,0.5399009356081452,0.6335896922837495,0.6890099715099715,0.6125770409070888,0.6338869399903805,0.05653804586220204,34
0.36879987716674806,0.02711695203334946,0.020399999618530274,0.0011998176953720743,167,,"{'randomforestclassifier__n_estimators': 167, 'randomforestclassifier__max_depth': None}",0.5200320512820512,0.43909168081494054,0.4789734883113491,0.5223325062034739,0.47239454094292804,0.4865648535109486,0.0313416879426661,35,0.6674142149779396,0.565251406469761,0.633943833943834,0.6892297892297893,0.6118652589240824,0.6335409007090813,0.043317674336635616,35
0.7347992420196533,0.009682771386539066,0.03919987678527832,0.002135988936010561,362,,"{'randomforestclassifier__n_estimators': 362, 'randomforestclassifier__max_depth': None}",0.5339209401709402,0.43909168081494054,0.47175786861695185,0.5303970223325062,0.45781637717121587,0.48659677782131094,0.03863489793146714,33,0.6805274779958324,0.5652051611325138,0.6335896922837495,0.6996120712589303,0.5887394656625425,0.6335347736667137,0.05147831019287884,36
0.9739995956420898,0.010544168827661647,0.04700164794921875,0.004517016297647099,448,64,"{'randomforestclassifier__n_estimators': 448, 'randomforestclassifier__max_depth': 64}",0.5139556623931624,0.4214117800705237,0.4768512472247617,0.5223325062034739,0.49007444168734493,0.4849251275158533,0.03568678247935633,44,0.6659038851443916,0.5396982641891833,0.6388279393907397,0.685076405076405,0.6361016942570782,0.6331216376115595,0.05008661085530216,37
0.4719995975494385,0.011100008100510709,0.023400354385375976,0.0004900377640788583,223,,"{'randomforestclassifier__n_estimators': 223, 'randomforestclassifier__max_depth': None}",0.5175614316239316,0.42296264855687604,0.47530037873840925,0.5303970223325062,0.47394540942928043,0.48403337813620073,0.03789824343238717,47,0.670637875403326,0.5430474000636166,0.636350123306645,0.6996120712589303,0.6126765391471273,0.6324648018359291,0.053606123044723154,38
0.3077996253967285,0.00541881577840082,0.017000150680541993,0.0006324101846956055,148,,"{'randomforestclassifier__n_estimators': 148, 'randomforestclassifier__max_depth': None}",0.5339209401709402,0.4148981324278438,0.4768512472247617,0.5303970223325062,0.4782189137027847,0.4868572511717673,0.04350530600871112,32,0.6805274779958324,0.5302810707835199,0.6374044910122177,0.7000037000037,0.613884895711059,0.6324203271012658,0.05946871790768079,39
0.5663968563079834,0.033473657760984585,0.02740030288696289,0.0014970582795987334,257,64,"{'randomforestclassifier__n_estimators': 257, 'randomforestclassifier__max_depth': 64}",0.5079460470085471,0.42296264855687604,0.4929802794828262,0.5319478908188585,0.47015439757375244,0.48519825268817207,0.03704899121734888,41,0.6570889923435036,0.5430474000636166,0.6611658872528438,0.6982475025953286,0.602061337355455,0.6323222239221495,0.054179714896411504,40
0.8151999473571777,0.05595462598563228,0.045599937438964844,0.004673563337442197,377,,"{'randomforestclassifier__n_estimators': 377, 'randomforestclassifier__max_depth': None}",0.5261084401709402,0.44715619694397285,0.467235862609377,0.5223325062034739,0.4658808933002482,0.48574277984560243,0.03223079121336557,36,0.6686889421066636,0.5776853245207675,0.625503706942402,0.6890099715099715,0.6007079340412673,0.6323191758242144,0.04139368344641552,41
0.9097995758056641,0.013348194893540277,0.047600078582763675,0.0037194533034151365,443,,"{'randomforestclassifier__n_estimators': 443, 'randomforestclassifier__max_depth': None}",0.5374599358974359,0.41334726394149146,0.4636933524879196,0.5362213950923629,0.47394540942928043,0.48493347136969805,0.04708703822675269,43,0.6931300197122982,0.5287828848292087,0.6230142322527542,0.7032158032158032,0.6126765391471273,0.6321638958314384,0.06311315022085415,42
0.8886024951934814,0.03001815703841441,0.04559788703918457,0.002331682014477494,420,256,"{'randomforestclassifier__n_estimators': 420, 'randomforestclassifier__max_depth': 256}",0.5122195512820512,0.4375408123285882,0.45562883635888735,0.5319478908188585,0.4878342983181693,0.48503427782131087,0.034836979043855645,42,0.6563165905631658,0.566270572949808,0.6125141814640784,0.6982475025953286,0.6268225238813473,0.6320342742907457,0.044061055971050644,43
0.8555999755859375,0.03419118100536166,0.042400169372558597,0.002498329916646236,409,,"{'randomforestclassifier__n_estimators': 409, 'randomforestclassifier__max_depth': None}",0.5200320512820512,0.4310271646859083,0.4636933524879196,0.5223325062034739,0.4820099255583127,0.4838190000435332,0.03461204286715175,49,0.6675550776816599,0.5558966992847952,0.6230142322527542,0.6890099715099715,0.624187156720453,0.6319326274899268,0.04571164977794643,44
0.8445997714996338,0.009891212204340588,0.042200326919555664,0.002315119109632755,414,,"{'randomforestclassifier__n_estimators': 414, 'randomforestclassifier__max_depth': None}",0.5339209401709402,0.44715619694397285,0.46214248400156716,0.508443617314585,0.4658808933002482,0.4835088263462627,0.032409576652686754,50,0.6805274779958324,0.5792796567769048,0.620324946008258,0.6783089789541403,0.6007132827746738,0.6318308685019619,0.04097290513278605,45
0.803000020980835,0.012837502819319509,0.04119992256164551,0.002227111370744323,387,256,"{'randomforestclassifier__n_estimators': 387, 'randomforestclassifier__max_depth': 256}",0.5235710470085471,0.43909168081494054,0.45562883635888735,0.5223325062034739,0.47394540942928043,0.4829138959630258,0.034502537684115715,51,0.6814072003945422,0.565251406469761,0.6114529914529915,0.6876883154057067,0.6125770409070888,0.6316753909260181,0.04646835204032562,46
0.3264001369476318,0.003929108750362707,0.018599796295166015,0.0007999777984847939,160,,"{'randomforestclassifier__n_estimators': 160, 'randomforestclassifier__max_depth': None}",0.5061431623931624,0.40471137521222406,0.48491576335379394,0.5223325062034739,0.4958988144472016,0.4828003243219712,0.04094291389838506,52,0.6542825047631254,0.5300237034414249,0.648888888888889,0.685076405076405,0.639054279054279,0.6314651562448247,0.05300254142174773,47
0.4732003688812256,0.007221846828346993,0.024999618530273438,0.0010955399657290674,229,256,"{'randomforestclassifier__n_estimators': 229, 'randomforestclassifier__max_depth': 256}",0.5044070512820512,0.4310271646859083,0.45859997388010976,0.5362213950923629,0.4958988144472016,0.4852308798775267,0.03668463142628082,40,0.6448522779252648,0.5514622583030878,0.6180184069700848,0.7032158032158032,0.6390777849601379,0.6313253062748757,0.04892137250458397,48
0.6370015144348145,0.02426536067609347,0.03299856185913086,0.0031611439451450602,292,256,"{'randomforestclassifier__n_estimators': 292, 'randomforestclassifier__max_depth': 256}",0.5279113247863247,0.4214117800705237,0.4540779678725349,0.5362213950923629,0.4878342983181693,0.4854913532279831,0.043523494808666144,38,0.671295751888113,0.5397946165007255,0.6097877967443185,0.7032158032158032,0.6273705379587732,0.6302929012615467,0.05588903730092541,49
